,EntryID,Reaction,Buffer,ECNumber,CellularLocation,UniProtKB_AC,Tissue,Enzyme Variant,Enzymename,Organism,Temperature,pH,Activator,Cofactor,Inhibitor,KeggReactionID,KineticMechanismType,Other Modifier,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit,Pathway,Product,PubMedID,Publication,Rate Equation,SabioReactionID,Substrate
16,59687,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, extracellular, unknown, intracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,28.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0008, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
17,59688,H+ = H+,"[destilled water, destilled water]",-,"[unknown, intracellular, extracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,5.839999999999999e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
18,59688,H+ = H+,"[destilled water, destilled water]",-,"[unknown, intracellular, extracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0015, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
19,59688,H+ = H+,"[destilled water, destilled water]",-,"[unknown, intracellular, extracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,concentration,D-Glucose,0.001,0.2,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
20,59688,H+ = H+,"[destilled water, destilled water]",-,"[unknown, intracellular, extracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0154, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
21,59688,H+ = H+,"[destilled water, destilled water]",-,"[unknown, intracellular, extracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,1.162e-06, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
0,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, extracellular, intracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,concentration,D-Glucose,0.001,0.2,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
1,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, extracellular, intracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,5.26e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
2,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, extracellular, intracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0014, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
3,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, extracellular, intracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,5.8e-09, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
4,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, extracellular, intracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0172, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
5,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, extracellular, intracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,1.9e-09, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
6,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, extracellular, intracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,1.78e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
7,59686,H+ = H+,"[destilled water, destilled water]",-,"[unknown, intracellular, extracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,4.34e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
8,59686,H+ = H+,"[destilled water, destilled water]",-,"[unknown, intracellular, extracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0013, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
9,59686,H+ = H+,"[destilled water, destilled water]",-,"[unknown, intracellular, extracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,7.4e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
10,59686,H+ = H+,"[destilled water, destilled water]",-,"[unknown, intracellular, extracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0118, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
11,59686,H+ = H+,"[destilled water, destilled water]",-,"[unknown, intracellular, extracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,concentration,D-Glucose,0.001,0.2,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
12,59687,H+ = H+,"[destilled water, destilled water]",-,"[unknown, extracellular, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,28.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,3.84e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
13,59687,H+ = H+,"[destilled water, destilled water]",-,"[unknown, extracellular, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,28.0,5.5, , , , ,unknown,D-Glucose,concentration,D-Glucose,0.001,0.2,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
14,59687,H+ = H+,"[destilled water, destilled water]",-,"[unknown, extracellular, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,28.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0008, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
15,59687,H+ = H+,"[destilled water, destilled water]",-,"[unknown, extracellular, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,28.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0135, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
16,59687,H+ = H+,"[destilled water, destilled water]",-,"[unknown, extracellular, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,28.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,1.3e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
0,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, extracellular, intracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,5.8e-09, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
1,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, extracellular, intracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,1.78e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
2,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, extracellular, intracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,concentration,D-Glucose,0.001,0.2,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
3,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, extracellular, intracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,1.9e-09, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
4,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, extracellular, intracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0172, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
5,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, extracellular, intracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,5.26e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
6,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, extracellular, intracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0014, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
17,59688,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, intracellular, extracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0154, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
18,59688,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, intracellular, extracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0015, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
19,59688,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, intracellular, extracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,concentration,D-Glucose,0.001,0.2,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
20,59688,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, intracellular, extracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,5.839999999999999e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
21,59688,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, intracellular, extracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,1.162e-06, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
0,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,concentration,D-Glucose,0.001,0.2,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
1,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,1.78e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
2,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,5.26e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
3,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,1.9e-09, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
4,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,5.8e-09, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
5,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0014, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
6,59685,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, unknown, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0172, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
12,59687,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, intracellular, extracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,28.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0135, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
13,59687,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, intracellular, extracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,28.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,3.84e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
14,59687,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, intracellular, extracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,28.0,5.5, , , , ,unknown,D-Glucose,concentration,D-Glucose,0.001,0.2,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
15,59687,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, intracellular, extracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,28.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0008, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
16,59687,H+ = H+,"[destilled water, destilled water]",-,"[extracellular, intracellular, extracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,28.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,1.3e-07, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
17,59688,H+ = H+,"[destilled water, destilled water]",-,"[intracellular, unknown, extracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Km,D-Glucose,0.0154, ,-,M, ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
18,59688,H+ = H+,"[destilled water, destilled water]",-,"[intracellular, unknown, extracellular, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,5.5, , , , ,unknown,D-Glucose,Vmax, ,1.162e-06, ,-,mol/(sec*m^2), ,H+,6264954.0,"Sigler K, Knotková A, Kotyk A: Factors governing substrate-induced generation and extrusion of protons in the yeast Saccharomyces cerevisiae., Biochim Biophys Acta 1981 (643) , 572-82",-,14473,H+
